126,7,0,766861942,6221861800,0.0215408849706012,0.029460603177219897,0.00058627625504235361,0.0125,0.0159,0.0004044,0.18558,0.15336,0.07134,-1015566999
128,7,0,1272097,6221861800,0.0065955367413768149,0.012169585143592778,0.00029329079073223097,0.0125,0.0159,0.0004044,0.2426,0.16593999999999998,1.0284,-1015567008
130,1,0,2424196705,6250345153,0.11718718091505867,0.0014245093352918277,0.00014019263687560794,0.06873,0.01193,0.0001154,16.7,1.2146000000000001,0.9994,-1017490172
135,9,2,1338868,6251697028,0.0020872888996953591,0.013997484588132445,4.7430529539693411e-05,0.006248,0.01553,3.815e-05,1.8676000000000001,0.21280000000000002,12.244,-1017490184
273,2,0,2111669913,6250245734,0.019675287905773595,0.068581185436085657,0.0017661898649193783,0.0625,0.1184,0.001158,68.36,11.376,15.379999999999999,-1024074762
395,7,0,1271423,6221861800,0.011801160184861931,0.010463905977651726,1.1370024622697691e-05,0.0125,0.0159,0.0004044,0.12283999999999999,0.1564,0.2572,-1025477682
399,9,0,336036419,6221861800,0.019451080938082191,0.027720191909153879,0.00041889246412747639,0.0125,0.0159,0.0004044,0.13198000000000001,0.1215,0.243,-1025477691
400,7,0,337866550,6221861800,0.022235412071908451,0.019604421603761704,8.7982461981513597e-06,0.0125,0.0159,0.0004044,0.41960000000000003,0.1524,0.586,-1025477700
752,9,0,4302675801,6221861800,0.016991297836245985,0.022728437871200439,0.00020314174741715307,0.0125,0.0159,0.0004044,0.291,0.16441999999999998,0.08564,-1029197129
756,9,0,376218268,6235196851,0.003867653730495637,0.0075079814847721481,0.0015398483850340486,0.009369,0.006218,0.001358,0.14306,0.2968,0.09993999999999999,-1029197139
760,6,2,3337967098,6251697381,0.012832671553511577,0.0026995965309767689,1.6849147961652642e-05,0.009369,0.004662,1.907e-05,10.168000000000001,0.21619999999999998,4.358,228236225
897,3,0,3337967098,6251697472,0.021125325153905875,0.005874390901107425,5.449243919819728e-06,0.0125,0.006104,1.907e-05,21.26,1.0804,9.4,197297309
902,3,0,1094097,6251697472,0.015207344078115713,0.011214040884654643,1.1370492485510483e-05,0.0125,0.006104,1.907e-05,29.160000000000004,0.9446,11.352,218790330
905,3,0,1275448,6251697472,0.015970965438699854,0.0098352586982571773,1.6862658373342008e-05,0.0125,0.006104,1.907e-05,23.1,1.1506,12.280000000000001,199688637
911,3,0,8055063,6251697472,0.020368105920700378,0.0018021764309082056,3.6428461361455947e-05,0.0125,0.006104,1.907e-05,26.96,1.1078,9.656,216779865
916,3,0,336032777,6251697472,0.022146983181823756,0.0068315135780840381,3.1776893011018968e-05,0.0125,0.006104,1.907e-05,26.22,0.9490000000000001,6.651999999999999,218111244
